Node1	Node2	Frequency	Direction
BAZ1B_HUMAN	CAF1B_HUMAN	0.03	U
BIG2_HUMAN	EXOC7_HUMAN	0.03	U
BIG2_HUMAN	KAP3_HUMAN	0.03	U
BIG2_HUMAN	NUP88_HUMAN	0.03	U
BPL1_HUMAN	DDX52_HUMAN	0.03	U
CD82_HUMAN	NUP88_HUMAN	0.03	U
CDK12_HUMAN	ELOA1_HUMAN	0.03	U
CHD1L_HUMAN	UBE2O_HUMAN	0.03	U
CLCA_HUMAN	TACC3_HUMAN	0.03	U
COX5A_HUMAN	RAB8A_HUMAN	0.03	U
CPIN1_HUMAN	IPP2_HUMAN	0.03	U
CPSF7_HUMAN	VINEX_HUMAN	0.03	U
DCP2_HUMAN	ZCCHV_HUMAN	0.03	U
DDX23_HUMAN	THOC5_HUMAN	0.03	U
DDX3X_HUMAN	IF4B_HUMAN	0.02	U
DIDO1_HUMAN	WWP2_HUMAN	0.03	U
DLG5_HUMAN	VINEX_HUMAN	0.03	U
DNJB6_HUMAN	MLF2_HUMAN	0.03	U
DNJC8_HUMAN	PIN4_HUMAN	0.03	U
EHMT1_HUMAN	JARD2_HUMAN	0.03	U
EHMT1_HUMAN	MPP8_HUMAN	0.03	U
EM55_HUMAN	GLPC_HUMAN	0.03	U
EXOC7_HUMAN	ZC3HE_HUMAN	0.03	U
FXL19_HUMAN	MTG8R_HUMAN	0.03	U
H1X_HUMAN	RRP1B_HUMAN	0.03	U
HIRP3_HUMAN	SNX2_HUMAN	0.03	U
IF4B_HUMAN	PHAX_HUMAN	0.03	U
IPP2_HUMAN	ZN622_HUMAN	0.03	U
KMT2B_HUMAN	MEN1_HUMAN	0.03	U
LAGE3_HUMAN	MCFD2_HUMAN	0.03	U
LAGE3_HUMAN	PTMS_HUMAN	0.03	U
LSM3_HUMAN	THOC5_HUMAN	0.03	U
MAML1_HUMAN	NOTC2_HUMAN	0.03	U
MCMBP_HUMAN	RPR1A_HUMAN	0.03	U
MFAP1_HUMAN	RL37_HUMAN	0.03	U
MFAP1_HUMAN	SR140_HUMAN	0.03	U
MTG8R_HUMAN	RERE_HUMAN	0.03	U
NUP88_HUMAN	RBM42_HUMAN	0.03	U
PARP6_HUMAN	RPR1A_HUMAN	0.03	U
PHP14_HUMAN	PTMS_HUMAN	0.03	U
PI3R4_HUMAN	UVRAG_HUMAN	0.03	U
PININ_HUMAN	TOE1_HUMAN	0.03	U
PRCC_HUMAN	TOE1_HUMAN	0.03	U
RAB8A_HUMAN	TFR1_HUMAN	0.03	U
RBM23_HUMAN	RBM39_HUMAN	0.03	U
RBM39_HUMAN	TOE1_HUMAN	0.03	U
REN3B_HUMAN	TR150_HUMAN	0.03	U
RNF10_HUMAN	UBE2O_HUMAN	0.03	U
SEPT3_HUMAN	WBP2_HUMAN	0.03	U
SRSF6_HUMAN	TOE1_HUMAN	0.03	U
TAGL2_HUMAN	UBP1_HUMAN	0.03	U
TETN_HUMAN	TR150_HUMAN	0.03	U
TGFA1_HUMAN	UVRAG_HUMAN	0.03	U
THOC5_HUMAN	ZC3HF_HUMAN	0.03	U
UBP45_HUMAN	YLPM1_HUMAN	0.03	U
AASD1_HUMAN	ARC1A_HUMAN	0.02	U
APOB_HUMAN	SC61B_HUMAN	0.02	U
ARC1A_HUMAN	EXOC7_HUMAN	0.02	U
ARC1A_HUMAN	SC22B_HUMAN	0.02	U
BAZ1B_HUMAN	SMRC2_HUMAN	0.02	U
BMP2K_HUMAN	MBP_HUMAN	0.02	U
BNI3L_HUMAN	DUS3_HUMAN	0.02	U
BNI3L_HUMAN	SMCO4_HUMAN	0.02	U
BNI3L_HUMAN	TMM11_HUMAN	0.02	U
DCP2_HUMAN	NU107_HUMAN	0.01	U
DCP2_HUMAN	SPT6H_HUMAN	0.02	U
DDX42_HUMAN	NOSIP_HUMAN	0.02	U
DDX42_HUMAN	PHF20_HUMAN	0.02	U
DDX42_HUMAN	PIN4_HUMAN	0.02	U
DDX42_HUMAN	RECQ5_HUMAN	0.02	U
DDX42_HUMAN	SF3A1_HUMAN	0.02	U
DDX42_HUMAN	SR140_HUMAN	0.02	U
EXOC4_HUMAN	EXOC7_HUMAN	0.02	U
HMGN1_HUMAN	HMGN2_HUMAN	0.02	U
IF4B_HUMAN	NU107_HUMAN	0.01	U
LDB1_HUMAN	SSBP3_HUMAN	0.02	U
MBP_HUMAN	STK39_HUMAN	0.02	U
MTG16_HUMAN	MTG8R_HUMAN	0.02	U
SC61B_HUMAN	TRAM1_HUMAN	0.02	U
SMRC2_HUMAN	SRGP3_HUMAN	0.02	U
SR140_HUMAN	TRA2A_HUMAN	0.02	U
SRS10_HUMAN	TRA2A_HUMAN	0.02	U
TOM1_HUMAN	TRIO_HUMAN	0.02	U
TOM1_HUMAN	WBP2_HUMAN	0.02	U
TRA2A_HUMAN	YTDC1_HUMAN	0.02	U
CAF1A_HUMAN	WNK1_HUMAN	0.01	U
CD3E_HUMAN	ZAP70_HUMAN	0.01	U
CD5_HUMAN	ZAP70_HUMAN	0.01	U
CE170_HUMAN	HERC2_HUMAN	0.01	U
CHAP1_HUMAN	TTC4_HUMAN	0.01	U
CIRBP_HUMAN	CNOT3_HUMAN	0.01	U
CIRBP_HUMAN	LAP2B_HUMAN	0.01	U
CIRBP_HUMAN	NUP88_HUMAN	0.01	U
CIRBP_HUMAN	RTN4_HUMAN	0.01	U
CLSPN_HUMAN	HERC2_HUMAN	0.01	U
CND3_HUMAN	PLEC_HUMAN	0.01	U
DBNL_HUMAN	HERC2_HUMAN	0.01	U
DEFI6_HUMAN	ZAP70_HUMAN	0.01	U
FA53C_HUMAN	WNK1_HUMAN	0.01	U
FLII_HUMAN	LRRF2_HUMAN	0.01	U
HERC2_HUMAN	RN168_HUMAN	0.01	U
IF4B_HUMAN	NU153_HUMAN	0.01	U
IF4H_HUMAN	TRA2B_HUMAN	0.01	U
LCP2_HUMAN	WNK1_HUMAN	0.01	U
LYRIC_HUMAN	PLEC_HUMAN	0.01	U
MADD_HUMAN	WNK1_HUMAN	0.01	U
MEF2A_HUMAN	MEF2D_HUMAN	0.01	U
MEF2D_HUMAN	NFAC2_HUMAN	0.01	U
MEF2D_HUMAN	SENP3_HUMAN	0.01	U
NS1BP_HUMAN	TRA2B_HUMAN	0.01	U
PP4R2_HUMAN	TRA2B_HUMAN	0.01	U
RASL3_HUMAN	WNK1_HUMAN	0.01	U
SH2B3_HUMAN	ZAP70_HUMAN	0.01	U
SIT1_HUMAN	ZAP70_HUMAN	0.01	U
SLAF6_HUMAN	ZAP70_HUMAN	0.01	U
SRSF6_HUMAN	TRA2B_HUMAN	0.01	U
SRSF9_HUMAN	TRA2B_HUMAN	0.01	U
TRA2B_HUMAN	YTDC1_HUMAN	0.01	U
WNK1_HUMAN	STK39_HUMAN	0.01	D
WNK1_HUMAN	WNK2_HUMAN	0.01	U
WNK1_HUMAN	ZEP2_HUMAN	0.01	U
ZAP70_HUMAN	LCP2_HUMAN	0.01	D
